S28566500187|10/20/2015|2620|Hy-Vee / Windsor Heights|7101 UNIVERSITY AVE|WINDSOR HEIGHTS|50311|77|Polk|1022100|TEQUILA|85|Brown-Forman Corporation|87586|12|750|$11.65|$17.48|2|$34.96|1.50|0.40
S24631800111|03/19/2015|2663|Hy-Vee / Urbandale|8701 DOUGLAS|URBANDALE|50322|77|Polk|1012300|IRISH WHISKIES|395|Proximo|15776|12|750|$13.00|$19.50|12|$234.00|9.00|2.38
S26301800165|06/18/2015|2635|Hy-Vee #4 / Davenport|4064 E 53RD ST|DAVENPORT|52807|82|Scott|1081390|IMPORTED SCHNAPPS|421|Sazerac Co., Inc.|69713|12|500|$4.96|$7.44|1|$7.44|0.50|0.13
S21429100019|09/25/2014|3692|Wilkie Liquors|724  1ST ST E|MT VERNON|52314|57|Linn|1011100|BLENDED WHISKIES|260|Diageo Americas|25607|12|1000|$8.00|$12.00|12|$144.00|12.00|3.17
S22595700035|11/24/2014|2666|Hy-Vee #2 / Ankeny|2510 SW STATE ST|ANKENY|50023|77|Polk|1032200|IMPORTED VODKA - MISC|395|Proximo|35964|12|750|$9.96|$14.94|2|$29.88|1.50|0.40
S04947700058|04/09/2012|4442|A-TOWN LIQUOR STORE|212 10TH ST|ALTON|51003|84|Sioux|1081600|WHISKEY LIQUEUR|421|Sazerac Co., Inc.|64866|12|750|$8.66|$12.99|2|$25.98|1.50|0.40
S25937000026|06/01/2015|4572|Grundy Center Family Foods|1400, G AVE|GRUNDY CENTER|50638|38|Grundy|1012100|CANADIAN WHISKIES|260|Diageo Americas|11298|6|1750|$31.99|$47.99|3|$143.97|5.25|1.39
S27450400066|08/20/2015|2190|Central City Liquor, Inc.|1460 2ND AVE|DES MOINES|50314|77|Polk|1062310|SPICED RUM|260|Diageo Americas|43302|12|750|$11.00|$16.50|1|$16.50|0.75|0.20
S10661100167|02/19/2013|3869|Bootleggin' Barzini's Fin|412  1ST AVE|CORALVILLE|52241|52|Johnson|1081600|WHISKEY LIQUEUR|85|Brown-Forman Corporation|86918|6|1750|$22.23|$33.34|1|$33.34|1.75|0.46
S10015700038|01/14/2013|3531|Osage Liquors|508 MAIN ST|OSAGE|50461|66|Mitchell|1081330|PEACH SCHNAPPS|65|Jim Beam Brands|82849|6|1750|$11.02|$16.53|2|$33.06|3.50|0.92
S28382000041|10/12/2015|3899|Wal-Mart 3762 / WDM|6365 STAGECOACH DR|WEST DES MOINES|50266|77|Polk|1032080|IMPORTED VODKA|370|Pernod Ricard USA/Austin Nichols|34006|12|750|$11.49|$17.24|12|$206.88|9.00|2.38
S10328000058|01/30/2013|2963|Dahl's / Clive|15500 HICKMAN|CLIVE|50325|77|Polk|1041100|AMERICAN DRY GINS|205|E AND J GALLO WINERY|31475|12|750|$6.90|$10.35|3|$31.05|2.25|0.59
S22564600048|11/22/2014|2665|Hy-Vee / Waukee|1005 E HICKMAN RD|WAUKEE|50263|25|Dallas|1081600|WHISKEY LIQUEUR|421|Sazerac Co., Inc.|64865|12|750|$8.67|$13.01|12|$156.12|9.00|2.38
S06949500088|08/06/2012|2627|Hy-Vee Wine and Spirits #1|3424 MARTIN LUTHER KING JR PKW|DES MOINES|50310|77|Polk|1012200|SCOTCH WHISKIES|240|WILLIAM GRANT AND SONS, INC.|6996|12|750|$6.08|$9.12|4|$36.48|3.00|0.79
S17349300019|02/12/2014|4334|Fareway Stores #114 / Dubuque|2050 JOHN F KENNEDY RD|DUBUQUE|52001|31|Dubuque|1031080|VODKA 80 PROOF|434|Luxco-St Louis|36308|6|1750|$7.17|$10.76|6|$64.56|10.50|2.77
S14937100053|10/03/2013|2627|Hy-Vee Wine and Spirits #1|3424 MARTIN LUTHER KING JR PKW|DES MOINES|50310|77|Polk|1062310|SPICED RUM|259|Heaven Hill Brands|43025|12|750|$5.77|$8.66|12|$103.92|9.00|2.38
S18210000118|04/02/2014|2524|Hy-Vee Food Store / Dubuque|3500 DODGE ST|DUBUQUE|52001|31|Dubuque|1031080|VODKA 80 PROOF|260|Diageo Americas|37993|48|200|$2.75|$4.13|10|$41.30|2.00|0.53
S09957600048|01/09/2013|2605|Hy-Vee Drugstore #5 / Cedar Rapids|2001 BLAIRS FERRY ROAD NE|CEDAR RAPIDS|52402|57|Linn|1031200|VODKA FLAVORED|65|Jim Beam Brands|40574|12|750|$12.07|$18.11|6|$108.66|4.50|1.19
S16932400133|01/20/2014|2647|Hy-Vee #7 / Cedar Rapids|5050 EDGEWOOD RD|CEDAR RAPIDS|52411|57|Linn|1082900|MISC. IMPORTED CORDIALS & LIQUEURS|420|Moet Hennessy USA, Inc.|65127|12|1000|$25.55|$38.33|2|$76.66|2.00|0.53
S05261400063|04/30/2012|4073|Uptown Liquor, Llc|306 HWY 69 SOUTH|FOREST CITY|50436|95|Winnebago|1052010|IMPORTED GRAPE BRANDIES|420|Moet Hennessy USA, Inc.|48106|12|750|$17.25|$25.88|2|$51.76|1.50|0.40
S15581900014|11/06/2013|4464|Perfect Value Liquor Mart|5B  LINCOLN AVE|ELDRIDGE|52748|82|Scott|1081200|CREAM LIQUEURS|260|Diageo Americas|68034|12|375|$7.00|$10.49|3|$31.47|1.12|0.30
S27190600111|08/06/2015|2616|Hy-Vee Food and Drug / Clinton|901 SOUTH 4TH ST|CLINTON|52732|23|Clinton|1032200|IMPORTED VODKA - MISC|65|Jim Beam Brands|34395|6|750|$13.64|$20.46|6|$122.76|4.50|1.19
S20911700016|08/27/2014|3762|Wine and Spirits Gallery|7690 HICKMAN RD|WINDSOR HEIGHTS|50322|77|Polk|1081600|WHISKEY LIQUEUR|421|Sazerac Co., Inc.|64867|12|1000|$11.34|$17.01|24|$408.24|24.00|6.34
S15601500068|11/07/2013|2551|Hy-Vee Food Store / Chariton|2001 WEST COURT|CHARITON|50049|59|Lucas|1081315|CINNAMON SCHNAPPS|65|Jim Beam Brands|71446|12|750|$11.54|$17.31|1|$17.31|0.75|0.20
S25568300007|05/12/2015|5110|Ramsey's Market Liquor|200, N WALNUT ST|LENOX|50851|87|Taylor|1031080|VODKA 80 PROOF|297|Laird And Company|35914|24|375|$1.93|$2.90|24|$69.60|9.00|2.38
S19110200046|05/22/2014|2561|Hy-Vee Food Store / Fleur / DSM|4605 FLEUR DRIVE|DES MOINES|50321|77|Polk|1042100|IMPORTED DRY GINS|370|Pernod Ricard USA/Austin Nichols|28086|12|750|$10.99|$16.49|12|$197.88|9.00|2.38
S25630500006|05/14/2015|2571|Hy-Vee Food Store #2 / Waterloo|2181 LOGAN AVE|WATERLOO|50703|07|Black Hawk|1081390|IMPORTED SCHNAPPS|421|Sazerac Co., Inc.|69637|12|1000|$11.00|$16.50|12|$198.00|12.00|3.17
S25901200077|05/28/2015|2582|Hy-Vee #2 Food Store / Mason City|551 S ILLINOIS AVE|MASON CITY|50401|17|Cerro Gordo|1081010|AMERICAN AMARETTO|434|Luxco-St Louis|76487|12|1000|$4.05|$6.08|12|$72.96|12.00|3.17
S15066700065|10/10/2013|2663|Hy-Vee / Urbandale|8701 DOUGLAS|URBANDALE|50322|77|Polk|1031100|100 PROOF VODKA|300|Mccormick Distilling Company|36908|6|1750|$7.46|$11.19|12|$134.28|21.00|5.55
S29332300009|11/30/2015|4155|Fareway Stores #949 / Marion|3300 10TH AVE|MARION|52302|57|Linn|1011200|STRAIGHT BOURBON WHISKIES|65|Jim Beam Brands|19476|12|750|$16.79|$25.19|12|$302.28|9.00|2.38
S15944000003|11/25/2013|4331|Moore's Foods|303 HIGHWAY 150 N|WEST UNION|52175|33|Fayette|1081600|WHISKEY LIQUEUR|421|Sazerac Co., Inc.|64866|12|750|$8.98|$13.47|12|$161.64|9.00|2.38
S24437600030|03/10/2015|5080|C's Liquor Store|719 2ND AVE W|SPENCER|51301|21|Clay|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|434|Luxco-St Louis|45278|6|1750|$7.84|$11.76|6|$70.56|10.50|2.77
S18986300002|05/15/2014|4260|Fareway Stores #699 / Osceola|215 S MAIN ST|OSCEOLA|50213|20|Clarke|1011200|STRAIGHT BOURBON WHISKIES|65|Jim Beam Brands|19068|6|1750|$19.94|$29.91|6|$179.46|10.50|2.77
S21131700034|09/09/2014|2619|Hy-Vee Wine and Spirits / WDM|1725  74TH ST|WEST DES MOINES|50266|77|Polk|1032080|IMPORTED VODKA|370|Pernod Ricard USA/Austin Nichols|34368|6|1750|$9.99|$14.99|6|$89.94|10.50|2.77
S15611700057|11/07/2013|3925|Johncy's Liquor Store Inc|585 HWY 965 S  STE E|NORTH LIBERTY|52317|48|Iowa|1032080|IMPORTED VODKA|370|Pernod Ricard USA/Austin Nichols|34001|10|600|$7.92|$11.88|2|$23.76|1.20|0.32
S08908500164|11/13/2012|2524|Hy-Vee Food Store / Dubuque|3500 DODGE ST|DUBUQUE|52001|31|Dubuque|1032200|IMPORTED VODKA - MISC|434|Luxco-St Louis|35699|12|750|$7.85|$11.78|2|$23.56|1.50|0.40
S17729300037|03/05/2014|2178|"Double ""D"" Liquor Store"|618 ROSSVILLE ROAD|WAUKON|52172|03|Allamakee|1012300|IRISH WHISKIES|395|Proximo|64581|12|750|$13.00|$19.50|1|$19.50|0.75|0.20
S21444100022|09/25/2014|2633|Hy-Vee #3 / BDI / Des Moines|3221 SE 14TH ST|DES MOINES|50320|77|Polk|1082900|MISC. IMPORTED CORDIALS & LIQUEURS|192|Sidney Frank Importing Co.|65256|12|750|$12.05|$18.08|1|$18.08|0.75|0.20
S20017600019|07/09/2014|4271|Fareway Stores #827 / Centerville|305 S 18TH ST|CENTERVILLE|52544|04|Appanoose|1011100|BLENDED WHISKIES|260|Diageo Americas|25608|6|1750|$11.96|$17.93|6|$107.58|10.50|2.77
S12185300033|05/13/2013|2582|Hy-Vee #2 Food Store / Mason City|551 S ILLINOIS AVE|MASON CITY|50401|17|Cerro Gordo|1031100|100 PROOF VODKA|300|Mccormick Distilling Company|36887|12|1000|$4.13|$6.20|12|$74.40|12.00|3.17
S24942000038|04/07/2015|2524|Hy-Vee Food Store / Dubuque|3500 DODGE ST|DUBUQUE|52001|31|Dubuque|1011500|STRAIGHT RYE WHISKIES|255|Wilson Daniels Ltd.|27102|6|750|$18.09|$27.14|6|$162.84|4.50|1.19
S07322900006|08/27/2012|4077|Xo Food And Liquor|428 FRANKLIN ST|WATERLOO|50703|07|Black Hawk|1051010|AMERICAN GRAPE BRANDIES|259|Heaven Hill Brands|52312|24|200|$1.79|$2.68|24|$64.32|4.80|1.27
S06688500130|07/19/2012|2190|Central City Liquor, Inc.|1460 2ND AVE|DES MOINES|50314|77|Polk|1032200|IMPORTED VODKA - MISC|395|Proximo|34959|12|750|$11.16|$16.74|2|$33.48|1.50|0.40
S19022500002|05/22/2014|2285|John's Grocery|401 EAST MARKET ST|IOWA CITY|52240|52|Johnson|1012210|SINGLE MALT SCOTCH|420|Moet Hennessy USA, Inc.|905136|6|750|$57.99|$86.99|3|$260.97|2.25|0.59
S20715800036|08/19/2014|3676|T and M Foods|107 E TRAER|GREENE|50636|12|Butler|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|260|Diageo Americas|43328|12|750|$8.75|$13.13|2|$26.26|1.50|0.40
S24906100022|04/06/2015|3679|FRANKLIN STREET FLORAL & GIFT|103 FRANKLIN ST|MONONA|52159|22|Clayton|1051110|BLACKBERRY BRANDIES|380|Phillips Beverage Company|55106|12|750|$4.76|$7.14|3|$21.42|2.25|0.59
S12261700022|05/16/2013|2647|Hy-Vee #7 / Cedar Rapids|5050 EDGEWOOD RD|CEDAR RAPIDS|52411|57|Linn|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|434|Luxco-St Louis|45275|12|750|$3.85|$5.77|12|$69.24|9.00|2.38
S19599400018|06/17/2014|4247|Fareway Stores #879 / Belmond|115 SECOND  AVE SE|BELMOND|50421|null|null|1022100|TEQUILA|85|Brown-Forman Corporation|89278|12|750|$11.15|$16.73|2|$33.46|1.50|0.40
S06848700003|07/31/2012|4501|Kum & Go #134 / Fairfield|1601 W BURLINGTON AVE|FAIRFIELD|52556|51|Jefferson|1012100|CANADIAN WHISKIES|115|Constellation Wine Company, Inc.|11776|12|750|$5.23|$7.84|12|$94.08|9.00|2.38
S18236300002|04/03/2014|2512|Hy-Vee Wine and Spirits / Iowa City|1720 WATERFRONT DR|IOWA CITY|52240|52|Johnson|1082900|MISC. IMPORTED CORDIALS & LIQUEURS|192|Sidney Frank Importing Co.|65256|12|750|$12.05|$18.08|12|$216.96|9.00|2.38
S08058500009|10/02/2012|4341|Mj's Grocery|524 MAIN ST|GRISWOLD|51535|15|Cass|1011100|BLENDED WHISKIES|65|Jim Beam Brands|22787|12|1000|$4.23|$6.34|5|$31.70|5.00|1.32
S18412100024|04/15/2014|4812|Liquor Beer & Tobacco Outlet / Charl|1908 CLARK ST|CHARLES CITY|50616|34|Floyd|1031080|VODKA 80 PROOF|297|Laird And Company|35917|12|1000|$4.17|$6.25|24|$150.00|24.00|6.34
S17517500024|02/20/2014|4108|Oasis Grocery and Liquor /|2917 PAYNE|DES MOINES|50310|77|Polk|1081600|WHISKEY LIQUEUR|421|Sazerac Co., Inc.|64867|12|1000|$11.34|$17.01|24|$408.24|24.00|6.34
S25237500003|04/22/2015|2670|Hy-Vee Food Store / Coralville|2004 8TH  ST|CORALVILLE|52241|52|Johnson|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43046|12|750|$8.00|$12.00|12|$144.00|9.00|2.38
S19539400044|06/16/2014|3612|B and C Liquor / Maquoketa|509 E PLATT|MAQUOKETA|52060|49|Jackson|1011100|BLENDED WHISKIES|260|Diageo Americas|25601|12|500|$6.17|$9.25|1|$9.25|0.50|0.13
S28274800096|10/05/2015|5142|Smokin' Joe's #13 Tobacco & Liquor O|2315, MT VERNON RD SE|CEDAR RAPIDS|52303|57|Linn|1011100|BLENDED WHISKIES|297|Laird And Company|23823|48|200|$1.20|$1.80|3|$5.40|0.60|0.16
S19770100012|06/26/2014|4642|Liquor and Tobacco Outlet / Univ Ave|2844 UNIVERSITY AVE|WATERLOO|50701|07|Black Hawk|1032080|IMPORTED VODKA|267|Imperial Brands, Inc.|34690|12|750|$6.50|$9.75|12|$117.00|9.00|2.38
S29117900065|11/17/2015|2529|Hy-Vee Drugstore #4 / Cedar Rapids|4825 JOHNSON AVE NW|CEDAR RAPIDS|52405|57|Linn|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43156|12|750|$13.50|$20.25|1|$20.25|0.75|0.20
S11085400045|03/13/2013|2543|Hy-Vee Food Store #1 / Ottumwa|1025 NORTH QUINCY AVE|OTTUWMA|52501|90|Wapello|1081700|DISTILLED SPIRITS SPECIALTY|384|Piedmont Distillers|76044|6|750|$10.42|$15.63|12|$187.56|9.00|2.38
S26805500016|07/16/2015|4997|Downtown Pantry|218, 6th AVE #101|DES MOINES|50309|77|Polk|1012100|CANADIAN WHISKIES|115|Constellation Wine Company, Inc.|11774|24|375|$3.07|$4.61|24|$110.64|9.00|2.38
S22092800013|10/30/2014|4014|Wal-Mart 1732 / Denison|510 C AVE|DENISON|51442|24|Crawford|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43128|6|1750|$13.50|$21.00|6|$126.00|10.50|2.77
S17156500006|02/03/2014|3494|Sam's Club 6514 / Waterloo|210 EAST TOWER PARK DR|WATERLOO|50702|07|Black Hawk|1012100|CANADIAN WHISKIES|65|Jim Beam Brands|10627|12|1000|$9.71|$14.56|12|$174.72|12.00|3.17
S20057600014|07/14/2014|4303|Mepo Foods|111 N WAPELLO|MEDIAPOLIS|52637|29|Des Moines|1081200|CREAM LIQUEURS|260|Diageo Americas|68022|12|750|$13.00|$19.49|2|$38.98|1.50|0.40
S14617900011|09/17/2013|4359|Kum & Go #75 / Waukee|350 SE UNIVERSITY AVE|WAUKEE|50263|25|Dallas|1051010|AMERICAN GRAPE BRANDIES|205|E AND J GALLO WINERY|52594|24|375|$2.99|$4.49|3|$13.47|1.12|0.30
S24246600011|02/26/2015|2963|Dahl's / Clive|15500 HICKMAN|CLIVE|50325|77|Polk|1031080|VODKA 80 PROOF|380|Phillips Beverage Company|37348|6|1750|$7.60|$11.40|6|$68.40|10.50|2.77
S22282800111|11/10/2014|2651|Hy-Vee / Waverly|1311 4 STREET SW|WAVERLY|50677|09|Bremer|1011200|STRAIGHT BOURBON WHISKIES|65|Jim Beam Brands|27392|12|750|$11.03|$16.55|1|$16.55|0.75|0.20
S06028200023|06/13/2012|4589|Dyno's #53 / Sibley|1026 2nd AVE|SIBLEY|51249|72|Osceola|1011200|STRAIGHT BOURBON WHISKIES|65|Jim Beam Brands|19064|24|375|$4.53|$6.80|4|$27.20|1.50|0.40
S20745400009|08/19/2014|4319|Fareway Stores #703 / Humbolt|710 FIRST AVE N|HUMBOLDT|50548|46|Humboldt|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43120|6|1750|$13.50|$21.00|6|$126.00|10.50|2.77
S23249900119|12/29/2014|2500|Hy-Vee Food Store #1 / Ames|3800 W LINCOLN WAY|AMES|50010|85|Story|1062300|FLAVORED RUM|260|Diageo Americas|43226|12|750|$7.49|$11.24|2|$22.48|1.50|0.40
S04704800005|03/26/2012|4394|KUM & GO #606 / HARLAN|702 CHATBURN AVE|HARLAN|51537|83|Shelby|1081600|WHISKEY LIQUEUR|421|Sazerac Co., Inc.|64866|12|750|$8.66|$12.99|12|$155.88|9.00|2.38
S18580300043|04/23/2014|2614|Hy-Vee #3 Food and Drugstore|1823 E KIMBERLY RD|DAVENPORT|52807|82|Scott|1031100|100 PROOF VODKA|300|Mccormick Distilling Company|36908|6|1750|$7.47|$11.21|6|$67.26|10.50|2.77
S10917800037|03/05/2013|2616|Hy-Vee Food and Drug / Clinton|901 SOUTH 4TH ST|CLINTON|52732|23|Clinton|1011300|TENNESSEE WHISKIES|85|Brown-Forman Corporation|26826|12|750|$13.54|$20.31|12|$243.72|9.00|2.38
S12985500014|07/02/2013|4493|Casey's General Store #2850 / Cedar|5655 C ST SW|CEDAR RAPIDS|52404|57|Linn|1081700|DISTILLED SPIRITS SPECIALTY|384|Piedmont Distillers|76042|6|750|$10.42|$15.63|6|$93.78|4.50|1.19
S29010600009|11/12/2015|4345|Lucky Mart|1031 WEST ST|GRINNELL|50112|79|Poweshiek|1012100|CANADIAN WHISKIES|260|Diageo Americas|11290|10|300|$7.35|$11.03|2|$22.06|0.60|0.16
S25179100002|04/21/2015|2233|Forbes Liquor Locker / remi|2508 ENTERPRISE AVE|SPIRIT LAKE|51360|30|Dickinson|1012100|CANADIAN WHISKIES|85|Brown-Forman Corporation|12478|6|1750|$10.50|$15.75|6|$94.50|10.50|2.77
S03798300013|01/30/2012|3873|Target Store T-1113 / Coralville|1441 CORAL RIDGE AVE|CORALVILLE|52241|52|Johnson|1011100|BLENDED WHISKIES|260|Diageo Americas|25606|12|750|$6.14|$9.21|12|$110.52|9.00|2.38
S25850000006|05/26/2015|5022|Kum & Go #97 / West Des Moines|196 S 50TH ST|WEST DES MOINES|50265|77|Polk|1031080|VODKA 80 PROOF|434|Luxco-St Louis|36306|12|750|$3.34|$5.01|24|$120.24|18.00|4.76
S10641100011|02/18/2013|4255|FAREWAY STORES #058 / ORANGE CITY|512  8TH SE|ORANGE CITY|51041|84|Sioux|1071100|AMERICAN COCKTAILS|380|Phillips Beverage Company|63959|6|1750|$7.04|$10.57|6|$63.42|10.50|2.77
S04386500030|03/05/2012|2636|Hy-Vee Wine and Spirits / Hubbell|2310 HUBBELL AVE|DES MOINES|50317|77|Polk|1062310|SPICED RUM|260|Diageo Americas|43337|12|1000|$10.99|$16.49|12|$197.88|12.00|3.17
S14536000036|09/16/2013|4303|Mepo Foods|111 N WAPELLO|MEDIAPOLIS|52637|29|Des Moines|1081390|IMPORTED SCHNAPPS|421|Sazerac Co., Inc.|69637|12|1000|$11.00|$16.50|4|$66.00|4.00|1.06
S14989400033|10/07/2013|3894|Smokin' Joe's #6 Tobacco and Liquor|1404  1ST AVE NE|CEDAR RAPIDS|52402|57|Linn|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43121|12|500|$4.74|$7.11|1|$7.11|0.50|0.13
S13112300038|07/02/2013|2556|Hy-Vee Wine and Spirits / Esthervill|2608 E. CENTRAL AVENUE|ESTHERVILLE|51334|32|Emmet|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43127|12|1000|$9.43|$14.14|12|$169.68|12.00|3.17
S24017200004|02/12/2015|4941|Kum & Go #170 / Urbandale|6990 DOUGLAS AVE|URBANDALE|50322|77|Polk|1062310|SPICED RUM|259|Heaven Hill Brands|43026|12|750|$5.78|$8.67|12|$104.04|9.00|2.38
S25402200148|04/30/2015|2515|Hy-Vee Food Store #1 / Mason City|2400 4TH ST SW|MASON CITY|50401|17|Cerro Gordo|1032200|IMPORTED VODKA - MISC|65|Jim Beam Brands|35626|12|750|$6.88|$10.82|3|$32.46|2.25|0.59
S23523800029|01/15/2015|4958|Five Corners Liquor & Wine|809 E 18TH ST|CEDAR FALLS|50613|07|Black Hawk|1012100|CANADIAN WHISKIES|260|Diageo Americas|11346|12|750|$7.50|$11.25|3|$33.75|2.25|0.59
S06925500145|08/06/2012|4764|New Star / Fort Dodge|1923 5TH AVE S|FORT DODGE|50501|94|Webster|1031200|VODKA FLAVORED|259|Heaven Hill Brands|41299|12|750|$3.88|$6.15|3|$18.45|2.25|0.59
S21247900074|09/16/2014|3942|Twin Town Liquor|104 HIGHWAY 30 WEST|TOLEDO|52342|86|Tama|1082900|MISC. IMPORTED CORDIALS & LIQUEURS|421|Sazerac Co., Inc.|69609|12|500|$4.96|$7.44|1|$7.44|0.50|0.13
S14268500012|09/04/2013|4774|Casey's General Store #3034 / Esther|1615, CENTRAL AVE|ESTHERVILLE|51334|32|Emmet|1081700|DISTILLED SPIRITS SPECIALTY|384|Piedmont Distillers|76038|6|750|$10.42|$15.63|6|$93.78|4.50|1.19
S14028100037|08/21/2013|4035|B and B West|3105 HUDSON RD|CEDAR FALLS|50613|07|Black Hawk|1062300|FLAVORED RUM|370|Pernod Ricard USA/Austin Nichols|42703|12|750|$7.50|$11.24|3|$33.72|2.25|0.59
S26733900065|07/14/2015|2624|Hy-Vee #2 / Dubuque|2395 NW ARTERIAL RD|DUBUQUE|52002|31|Dubuque|1062310|SPICED RUM|240|WILLIAM GRANT AND SONS, INC.|45886|12|750|$9.65|$14.48|12|$173.76|9.00|2.38
S20600000039|08/12/2014|2604|Hy-Vee Wine and Spirits / Lemars|1201 12TH AVE SW|LEMARS|51031|75|Plymouth|1032200|IMPORTED VODKA - MISC|492|Western Spirits Beverage Co. LLC|33868|12|750|$6.56|$9.84|2|$19.68|1.50|0.40
S28762500152|10/29/2015|2561|Hy-Vee Food Store / Fleur / DSM|4605 FLEUR DRIVE|DES MOINES|50321|77|Polk|1081030|COFFEE LIQUEURS|370|Pernod Ricard USA/Austin Nichols|67522|12|500|$6.60|$9.90|1|$9.90|0.50|0.13
S23360300022|01/07/2015|4879|Sam's Mini Mart / Morningside Ave Si|4218 MORNINGSIDE AVE|SIOUX CITY|51106|97|Woodbury|1031080|VODKA 80 PROOF|297|Laird And Company|35914|24|375|$1.93|$2.90|24|$69.60|9.00|2.38
S21922800010|10/21/2014|2552|Hy-Vee Food Store #3 / Cedar Rapids|20 WILSON AVENUE WEST|CEDAR RAPIDS|52404|57|Linn|1031080|VODKA 80 PROOF|421|Sazerac Co., Inc.|36978|6|1750|$6.92|$10.38|18|$186.84|31.50|8.32
S04140300004|02/20/2012|4444|Kum & Go #4127 / SLOAN|1864 HWY 141|SLOAN|51055|97|Woodbury|1031080|VODKA 80 PROOF|421|Sazerac Co., Inc.|36978|6|1750|$6.87|$10.30|6|$61.80|10.50|2.77
S20316000009|07/30/2014|4023|Wal-Mart 1389 / Boone|1515 SE MARSHALL ST|BOONE|50036|08|Boone|1081600|WHISKEY LIQUEUR|85|Brown-Forman Corporation|86916|12|750|$11.65|$17.47|12|$209.64|9.00|2.38
S07668100004|09/11/2012|2459|Reinhart Foods|200 STATE PO BOX 98|GUTHRIE CENTER|50115|39|Guthrie|1031080|VODKA 80 PROOF|55|Sazerac North America|37938|6|1750|$6.45|$10.00|6|$60.00|10.50|2.77
S23379400071|01/07/2015|3762|Wine and Spirits Gallery|7690 HICKMAN RD|WINDSOR HEIGHTS|50322|77|Polk|1052010|IMPORTED GRAPE BRANDIES|389|REMY COINTREAU USA         .|49186|12|750|$21.49|$32.24|1|$32.24|0.75|0.20
S11217300059|03/21/2013|2647|Hy-Vee #7 / Cedar Rapids|5050 EDGEWOOD RD|CEDAR RAPIDS|52411|57|Linn|1062300|FLAVORED RUM|370|Pernod Ricard USA/Austin Nichols|42717|12|1000|$10.00|$14.99|12|$179.88|12.00|3.17
S20326000049|07/28/2014|2555|Hy-Vee Food Store / Keokuk|3111 MAIN|KEOKUK|52632|56|Lee|1081335|RASPBERRY SCHNAPPS|65|Jim Beam Brands|82837|12|1000|$7.62|$11.43|12|$137.16|12.00|3.17
S24969800008|04/08/2015|4129|Cyclone Liquors|626 LINCOLN WAY|AMES|50010|85|Story|1011300|TENNESSEE WHISKIES|85|Brown-Forman Corporation|26820|24|375|$6.77|$10.16|24|$243.84|9.00|2.38
S03823000206|01/31/2012|2506|Hy-Vee #1044 / Burlington|3140 AGENCY|BURLINGTON|52601|29|Des Moines|1081380|MISCELLANEOUS SCHNAPPS|55|Sazerac North America|84170|12|750|$9.50|$14.25|1|$14.25|0.75|0.20
S04457200040|03/08/2012|2106|Hillstreet News and Tobacco|2217 COLLEGE|CEDAR FALLS|50613|07|Black Hawk|1081600|WHISKEY LIQUEUR|421|Sazerac Co., Inc.|64866|12|750|$8.66|$12.99|12|$155.88|9.00|2.38
S18639700096|04/28/2014|2517|Hy-Vee Food Store #1 / Newton|1501 FIRST AVENUE EAST|NEWTON|50208|50|Jasper|1031080|VODKA 80 PROOF|434|Luxco-St Louis|36305|12|750|$3.34|$5.01|24|$120.24|18.00|4.76
S18913200142|05/14/2014|2635|Hy-Vee #4 / Davenport|4064 E 53RD ST|DAVENPORT|52807|82|Scott|1012210|SINGLE MALT SCOTCH|260|Diageo Americas|6206|12|750|$31.00|$46.50|6|$279.00|4.50|1.19
S08009400022|10/01/2012|3986|Siouxland Beverage|1203 5 ST|SIOUX CITY|51101|97|Woodbury|1022100|TEQUILA|410|The Patron Spirits Company|88290|12|200|$8.50|$12.75|12|$153.00|2.40|0.63
S05379400008|05/07/2012|4451|Kum & Go #96 / WEBSTER CITY|1803 SUPERIOR ST|WEBSTER CITY|50595|40|Hamilton|1031200|VODKA FLAVORED|260|Diageo Americas|41806|12|750|$7.96|$11.94|3|$35.82|2.25|0.59
S05740900103|05/25/2012|2564|Hy-Vee Food Store #4 / Waterloo|4000 UNIVERSITY|WATERLOO|50701|07|Black Hawk|1032080|IMPORTED VODKA|255|Wilson Daniels Ltd.|34122|6|750|$26.00|$39.00|1|$39.00|0.75|0.20
S07148700091|08/16/2012|3869|Bootleggin' Barzini's Fin|412  1ST AVE|CORALVILLE|52241|52|Johnson|1022100|TEQUILA|395|Proximo|87509|12|375|$8.50|$12.74|2|$25.48|0.75|0.20
S10057200187|01/15/2013|2614|Hy-Vee #3 Food and Drugstore|1823 E KIMBERLY RD|DAVENPORT|52807|82|Scott|1062200|PUERTO RICO & VIRGIN ISLANDS RUM|35|Bacardi U.S.A., Inc.|43036|12|750|$7.53|$11.30|4|$45.20|3.00|0.79
